DATE,M_IN,D_EN,E_EN,H_EN,Ab_EN
2019-04-12,19.75,10.64,240.8,135.95,118.92
2019-04-15,23.65,10.92,250.0,136.75,118.02
2019-04-16,25.6,10.87,251.6,137.55,117.2
2019-04-18,26.15,10.83,251.45,135.35,117.32
2019-04-22,24.6,10.17,252.05,136.0,114.95
2019-04-23,23.25,10.22,255.5,133.65,113.15
2019-04-24,23.7,10.54,254.0,133.95,115.35
2019-04-25,23.5,10.14,251.65,132.9,114.37
2019-04-26,23.05,9.68,250.5,134.1,117.8
2019-04-30,22.05,8.98,252.15,134.05,118.65
2019-05-02,23.9,8.89,252.35,133.1,115.85
2019-05-03,23.15,8.77,252.1,135.45,115.15
2019-05-06,22.7,8.56,251.35,135.0,115.42
2019-05-07,22.8,8.3,248.8,134.1,113.58
2019-05-08,22.6,8.27,249.1,130.8,112.5
2019-05-09,22.8,8.19,242.3,127.7,113.47
2019-05-10,22.7,8.29,241.25,127.0,113.85
2019-05-13,22.0,7.69,242.1,123.55,110.68
2019-05-14,21.85,8.16,241.8,125.6,115.05
2019-05-15,21.85,7.73,235.1,123.95,110.58
2019-05-16,21.75,8.06,232.15,125.75,109.73
2019-05-17,22.1,8.13,236.15,125.5,111.02
2019-05-20,23.9,9.35,237.7,129.25,115.2
2019-05-21,23.35,9.2,237.2,128.6,112.9
2019-05-22,23.9,9.34,241.25,129.6,112.3
2019-05-23,23.75,9.33,244.15,129.85,112.65
2019-05-24,25.6,9.36,244.9,129.15,113.88
2019-05-27,27.8,9.82,244.1,133.2,116.12
2019-05-28,29.0,9.8,250.7,132.6,116.25
2019-05-29,28.75,9.67,250.7,130.9,117.92
2019-05-30,28.3,10.31,252.95,135.1,119.75
2019-05-31,27.0,10.07,253.5,133.25,120.33
2019-06-03,26.25,10.07,260.9,133.1,119.15
2019-06-04,27.65,10.06,263.4,135.05,119.42
2019-06-06,27.85,9.64,269.15,136.55,105.43
2019-06-07,27.45,9.47,265.55,135.15,104.62
2019-06-10,26.75,9.47,259.3,135.0,102.42
2019-06-11,26.15,9.65,258.75,135.3,102.02
2019-06-12,25.9,9.82,257.0,134.4,103.37
2019-06-13,25.9,9.67,255.6,134.9,102.7
2019-06-14,26.75,9.7,255.15,132.75,102.83
2019-06-17,26.9,9.35,255.3,132.25,101.98
2019-06-18,26.75,9.37,260.35,132.4,102.68
2019-06-19,26.05,9.34,257.05,134.65,102.58
2019-06-20,26.25,9.5,260.35,134.55,103.72
2019-06-21,26.4,9.58,254.25,134.55,103.87
2019-06-24,26.1,10.03,256.75,135.6,102.23
2019-06-25,26.15,10.11,258.35,138.45,103.23
2019-06-26,26.55,10.26,260.3,140.05,103.08
2019-06-27,27.65,10.3,259.4,140.15,102.22
2019-06-28,27.8,10.27,253.8,141.35,103.98
2019-07-01,27.8,12.06,249.25,142.55,104.23
2019-07-02,27.75,12.95,252.7,142.95,103.78
2019-07-03,28.55,13.15,250.95,143.25,101.75
2019-07-04,28.3,13.07,251.1,143.45,102.6
2019-07-05,27.0,12.73,241.9,136.5,102.13
2019-07-08,26.25,12.42,232.4,129.6,100.7
2019-07-09,26.65,13.43,229.6,129.55,98.07
2019-07-10,26.2,12.59,233.35,129.05,96.63
2019-07-11,26.35,12.54,234.9,128.95,98.3
2019-07-12,26.05,12.77,231.25,127.8,97.77
2019-07-15,25.6,12.54,230.4,127.95,97.0
2019-07-16,25.15,12.75,232.8,130.95,98.23
2019-07-17,25.25,12.68,230.0,129.1,95.6
2019-07-18,24.7,12.54,220.3,127.05,94.63
2019-07-19,24.1,12.19,221.9,129.9,91.73
2019-07-22,24.15,12.59,221.4,130.85,92.0
2019-07-23,23.75,12.62,218.05,133.05,92.4
2019-07-24,23.75,12.51,216.85,131.85,91.1
2019-07-25,24.0,12.42,209.05,129.75,89.83
2019-07-26,23.95,12.58,210.65,128.8,88.63
2019-07-29,23.7,12.32,205.4,127.3,87.6
2019-07-30,22.5,12.13,199.55,127.2,86.1
2019-07-31,23.4,12.2,204.45,126.55,85.9
2019-08-01,23.8,11.88,202.45,126.85,85.73
2019-08-02,23.9,12.29,197.2,123.1,85.1
2019-08-05,23.5,11.66,200.6,121.0,81.97
2019-08-06,23.85,11.91,205.1,123.35,82.23
2019-08-07,23.7,11.88,206.1,123.05,81.13
2019-08-08,24.35,12.0,211.85,124.65,81.3
2019-08-09,26.0,12.11,207.6,123.9,82.57
2019-08-13,24.7,11.7,203.75,117.15,84.0
2019-08-14,24.55,11.84,200.5,117.6,84.5
2019-08-16,24.6,11.87,201.95,117.8,86.43
2019-08-19,24.4,12.06,198.95,118.9,84.87
2019-08-20,24.3,11.81,195.3,117.95,84.9
2019-08-21,23.8,11.65,188.8,117.9,81.67
2019-08-22,23.0,11.38,180.85,114.75,80.43
2019-08-23,23.25,11.72,188.0,118.5,82.93
2019-08-26,24.2,11.83,188.75,120.05,84.27
2019-08-27,25.55,11.99,191.85,123.2,86.8
2019-08-28,25.15,11.85,185.05,119.9,85.37
2019-08-29,24.3,11.47,189.0,123.1,85.67
2019-08-30,24.7,11.68,184.75,121.65,86.53
2019-09-03,23.85,11.48,181.05,117.65,84.53
2019-09-04,24.1,11.33,182.15,119.45,84.87
2019-09-05,24.55,11.43,194.85,123.45,87.3
2019-09-06,24.4,11.67,198.6,127.0,87.57
2019-09-09,25.0,12.03,199.35,126.35,88.1
2019-09-11,24.85,12.75,196.7,124.5,85.63
2019-09-12,24.85,12.76,197.7,122.25,83.83
2019-09-13,24.7,12.92,198.2,124.05,86.17
2019-09-16,24.0,12.94,200.55,123.25,86.47
2019-09-17,23.85,12.76,197.6,120.9,87.93
2019-09-18,23.95,12.85,192.35,122.5,89.97
2019-09-19,23.5,12.38,193.45,121.7,88.7
2019-09-20,24.3,12.77,200.05,119.85,89.8
2019-09-23,25.6,13.18,202.7,116.05,94.2
2019-09-24,26.75,13.52,198.15,115.15,92.83
2019-09-25,25.5,13.69,192.6,116.9,90.97
2019-09-26,24.8,13.65,203.3,116.55,91.4
2019-09-27,25.25,13.4,199.35,117.05,89.43
2019-09-30,24.1,12.86,199.85,117.5,89.67
2019-10-01,23.8,12.35,194.1,117.05,88.6
2019-10-03,23.4,12.26,186.75,116.75,87.8
2019-10-04,23.0,12.02,185.8,117.4,88.1
2019-10-07,22.9,11.86,184.4,115.95,86.8
2019-10-09,22.95,12.15,185.35,117.25,88.07
2019-10-10,22.95,12.5,184.55,117.25,84.9
2019-10-11,25.75,12.49,189.05,116.7,83.3
2019-10-14,25.5,12.46,190.1,117.75,83.9
2019-10-15,24.2,12.38,191.15,119.4,85.4
2019-10-16,23.8,12.23,194.55,117.4,84.53
2019-10-17,23.45,12.45,199.4,118.7,85.83
2019-10-18,23.75,12.83,205.95,121.05,86.37
2019-10-22,24.05,12.65,208.8,120.9,86.33
2019-10-23,23.9,12.51,208.8,121.05,85.77
2019-10-24,23.6,12.69,205.2,120.2,82.57
2019-10-25,23.65,12.84,205.85,118.5,82.03
2019-10-27,24.0,12.9,202.85,118.8,82.43
2019-10-29,23.75,13.25,209.75,119.9,83.9
2019-10-30,23.85,13.21,206.25,120.95,89.07
2019-10-31,23.8,13.21,207.55,122.4,91.57
2019-11-01,25.45,13.58,207.1,121.5,90.1
2019-11-04,24.65,14.32,215.0,120.55,91.37
2019-11-05,24.0,13.98,211.15,120.6,91.6
2019-11-06,23.85,14.22,212.4,120.65,91.13
2019-11-07,23.95,14.11,212.5,119.55,88.07
2019-11-08,23.85,13.74,209.25,117.4,84.7
2019-11-11,23.95,13.46,209.85,118.25,86.9
2019-11-13,23.8,12.67,207.25,118.3,82.57
2019-11-14,24.05,12.36,202.35,118.55,81.2
2019-11-15,24.55,12.17,201.15,117.35,82.87
2019-11-18,24.45,11.97,200.3,117.45,83.2
2019-11-19,24.2,12.05,199.6,117.35,83.4
2019-11-20,24.15,12.07,203.05,117.05,83.0
2019-11-21,23.95,12.3,196.6,115.3,81.3
2019-11-22,23.95,12.1,199.0,117.8,81.57
2019-11-25,24.2,12.48,200.7,118.1,81.4
2019-11-26,24.65,12.37,197.75,116.65,83.33
2019-11-27,24.5,12.34,201.0,115.75,82.97
2019-11-28,24.15,12.31,205.85,115.55,83.87
2019-11-29,23.95,12.72,205.25,116.35,84.03
2019-12-02,23.85,12.46,205.85,115.3,84.4
2019-12-03,23.65,11.96,205.6,114.55,82.37
2019-12-04,23.7,12.36,202.75,114.8,82.17
2019-12-05,23.9,12.17,196.4,114.1,80.8
2019-12-06,23.65,11.96,192.0,112.65,78.1
2019-12-09,23.6,12.0,191.65,112.7,77.47
2019-12-10,23.1,11.83,187.2,110.0,74.03
2019-12-11,23.45,12.01,187.15,113.0,78.2
2019-12-12,23.35,12.08,190.15,114.45,79.3
2019-12-13,23.4,12.26,196.25,115.65,79.87
2019-12-16,23.25,12.2,192.6,114.95,80.8
2019-12-17,23.25,12.37,196.2,115.55,79.87
2019-12-18,23.2,12.25,197.75,114.15,78.23
2019-12-19,23.15,12.3,196.9,114.05,78.47
2019-12-20,22.85,12.38,200.8,114.7,79.7
2019-12-23,22.95,12.2,197.25,114.6,80.4
2019-12-24,22.95,12.14,198.95,115.2,79.83
2019-12-26,22.9,12.01,197.3,116.4,78.73
2019-12-27,22.8,12.05,203.5,116.85,79.03
2019-12-30,22.85,12.21,205.8,116.55,79.27
2019-12-31,22.95,12.36,211.35,119.05,80.7
2020-01-01,23.0,12.78,211.95,121.55,80.8
2020-01-02,23.75,12.89,211.1,121.4,82.37
2020-01-03,25.05,12.65,211.85,119.35,83.77
2020-01-06,23.85,12.02,205.7,118.9,82.9
2020-01-07,24.55,12.2,205.7,120.55,82.97
2020-01-08,25.2,11.97,200.2,119.95,82.6
2020-01-09,25.7,12.23,198.0,119.35,82.47
2020-01-10,25.15,12.24,205.3,120.3,83.57
